Sort,SampleSite_ID,SamplePoint_ID,ApproximateAddress,Park_Name,City,Year_Built,Parcel_Number,Latitude,Longitude,Adjusted_Lat,Adjusted_Long,Land_Use,Demolition_Type,Point_Notes,Soil_Series,SamplePoint_ID,Soil_Series,MapUnit,MapUnit_Key,SurveyArea,MapUnitName,MapUnit_Logic
1938,TS2,TP2,1134 S. 60th St,Alling Park,Tacoma,,,47.2036,-122.4522,47.2036,-122.4522,Park,,,Kapowsin,TP2,Kapowsin,19B,74665,WA653,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",Nearest and most common Kapowsin map unit with low slope.
1944,TS3,TP3,1635 E. 59th St,Cloverdale Park,Tacoma,,,47.2037,-122.4064,47.2037,-122.4064,Park,,,Alderwood,TP3,Alderwood,1B,74670,WA653,"Alderwood gravelly sandy loam, 0 to 8 percent slopes","Of top three most widespread and common Alderwood map units, this low slope one best matched location."
1951,TS4,TP4,1635 E. 59th St,Cloverdale Park,Tacoma,,,47.2041,-122.4067,47.2041,-122.4067,Park,,,Alderwood,TP4,Alderwood,1B,74670,WA653,"Alderwood gravelly sandy loam, 0 to 8 percent slopes","Of top three most widespread and common Alderwood map units, this low slope one best matched location."
1959,TS5,TP5,1201 S Puget Sound Ave,Franklin Park,Tacoma,,,47.2465,-122.4807,47.2465,-122.4807,Park,,,Alderwood,TP5,Alderwood,1B,74670,WA653,"Alderwood gravelly sandy loam, 0 to 8 percent slopes","Of top three most widespread and common Alderwood map units, this low slope one best matched location."
1966,TS6,TP6,801 N Mason Ave,Jefferson Park,Tacoma,,,47.2568,-122.4939,47.2568,-122.4939,Park,,,Kapowsin,TP6,Kapowsin,19B,74665,WA653,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",Nearest and most common Kapowsin map unit with low slope.
1972,TS7,TP7,801 N Mason Ave,Jefferson Park,Tacoma,,,47.2569,-122.4906,47.2569,-122.4906,Park,,,Alderwood,TP7,Alderwood,1B,74670,WA653,"Alderwood gravelly sandy loam, 0 to 8 percent slopes","Of top three most widespread and common Alderwood map units, this low slope one best matched location."
1979,TS8,TS8,S Tyler St,Landfill,Tacoma,,,47.2184,-122.4958,47.2184,-122.4958,Vacant Land,,,Spanaway,TS8,Spanaway,41A,74706,WA653,Spanaway gravelly sandy loam,"Nearest, most wide-spread Spanaway map unit to point."
1984,TS9,TP9,4330 S. 66th St,Manitou Park,Tacoma,,,47.1965,-122.4967,47.1965,-122.4967,Park,,,Spanaway,TP9,Spanaway,41A,74706,WA653,Spanaway gravelly sandy loam,"Nearest, most wide-spread Spanaway map unit to point."
1990,TS10,TP10,907 Upper Park St,McKinley Park,Tacoma,,,47.2175,-122.4189,47.2175,-122.4189,Park,,,Everett,TP10,Everett,13B,74652,WA653,"Everett very gravelly sandy loam, 0 to 8 percent slopes",Most common Everett map unit near point that has low slope.
1995,TS11,TP11,907 Upper Park St,McKinley Park,Tacoma,,,47.2182,-122.4198,47.2182,-122.4198,Park,,,Kapowsin,TP11,Kapowsin,19B,74665,WA653,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",Nearest and most common Kapowsin map unit with low slope.
2000,TS12,TP12,900 MLK Jr. Way,Peoples Park,Tacoma,,,47.2533,-122.4530,47.2533,-122.4530,Park,,,Alderwood,TP12,Alderwood,1B,74670,WA653,"Alderwood gravelly sandy loam, 0 to 8 percent slopes","Of top three most widespread and common Alderwood map units, this low slope one best matched location."
2009,TS13,TP13,N Proctor St,Proctor,Tacoma,,,47.2776,-122.4885,47.2776,-122.4885,Vacant Land,,,Everett,TP13,Everett,13C,74653,WA653,"Everett very gravelly sandy loam, 8 to 15 percent slopes",Most common Everett map unit near point with higher slopes.
2013,TS14,TP14,3100 N Proctor St,Puget Creek Natural Area,Tacoma,,,47.2760,-122.4886,47.2760,-122.4886,Park,,,Alderwood,TP14,Alderwood,1C,74671,WA653,"Alderwood gravelly sandy loam, 8 to 15 percent slopes","Most widespread and common Alderwood map unit and of the top three, this higher slope one matches location."
2019,TS15,TP15,3100 N Proctor St,Puget Creek Natural Area,Tacoma,,,47.2765,-122.4886,47.2765,-122.4886,Park,,,Alderwood,TP15,Alderwood,1C,74671,WA653,"Alderwood gravelly sandy loam, 8 to 15 percent slopes","Most widespread and common Alderwood map unit and of the top three, this higher slope one matches location."
2025,TS16,TP16,Swan Creek,Swan Creek,Tacoma,,,47.2139,-122.4014,47.2139,-122.4014,Vacant Land,,,Everett,TP16,Everett,13B,74652,WA653,"Everett very gravelly sandy loam, 0 to 8 percent slopes",Most common Everett map unit near point that has low slope.
2029,TS17,TP17,6100 N. 37th St,Vassault Park,Tacoma,,,47.2812,-122.5207,47.2812,-122.5207,Park,,,Alderwood,TP17,Alderwood,1B,74670,WA653,"Alderwood gravelly sandy loam, 0 to 8 percent slopes","Of top three most widespread and common Alderwood map units, this low slope one best matched location."
2034,SANS1,SANP1,Calle 14,Calle 14,San Juan,,,18.4316,-66.0542,18.4316,-66.0542,VACANT LAND,,,Saladar,SANP1,Saladar,Sm,326711,PR686,Saladar muck,Only nearby Saladar map unit.
2043,SANS2,SANP2,Calle William,Calle William,San Juan,,,18.4318,-66.0505,18.4318,-66.0505,VACANT LAND,PARK,,Saladar,SANP2,Saladar,Sm,326711,PR686,Saladar muck,Only nearby Saladar map unit.
2050,SANS3,SANP3,Calle del Pilar,Calle del Pilar,San Juan,,,18.4322,-66.0443,18.4322,-66.0443,VACANT LOT,RECENT DEMO,,Pinones,SANP3,Pinones,Pn,326929,PR689,Pinones silty clay,Only nearby Pinones map unit.
2061,SANS4,SANP4,Calle Principal,Calle Principal,San Juan,,,18.4308,-66.0481,18.4308,-66.0481,AUTO YARD,RECENT DEMO,,Martin Pena,SANP4,Martin Pena,Mp,326688,PR686,Martin Pena muck,Only nearby Martin Pena map unit.
2072,SANS5,SANP5,Calle Francia,Plaza Israel,San Juan,,,18.4275,-66.0415,18.4275,-66.0415,PARK,PARK,,Pinones,SANP5,Pinones,Pn,326929,PR689,Pinones silty clay,Only nearby Pinones map unit.
2079,SANS6,SANP6,Calle Paraguay,Calle Paraguay,San Juan,,,18.4250,-66.0439,18.4250,-66.0439,VACANT LOT,RECENT DEMO,,Vigia,SANP6,Vigia,Vg,326498,PR682,Vigia muck,Only nearby Vigia map unit near point.
2087,SANS7,SANP7,Calle C,Calle C,San Juan,,,18.4285,-66.0488,18.4285,-66.0488,VACANT LOT ,RECENT DEMO,,Vigia,SANP7,Vigia,Vg,326498,PR682,Vigia muck,Only nearby Vigia map unit near point.
2095,SANS8,SANP8,Calle San Jose,Calle San Jose,San Juan,,,18.4332,-66.0573,18.4332,-66.0573,VACANT LOT,RECENT DEMO,,Saladar,SANP8,Saladar,Sm,326711,PR686,Saladar muck,Only nearby Saladar map unit.
2102,SANS9,SANP9,PR 672,Atenas Pineapple Farm 1,San Juan,,,18.4229,-66.4564,18.4229,-66.4564,FARM,PINEAPPLE FIELD,,Bayamon,SANP9,Bayamon,ByB,326399,PR682,"Bayamon clay, 2 to 5 percent slopes",Bayamon map unit that contains the point.
2110,SANS9,SANP10,PR 672,Atenas Pineapple Farm Test Pit,San Juan,,,18.4230,-66.4562,18.4230,-66.4562,FARM,FRESHLY PLOWED FIELD,,Bayamon,SANP10,Bayamon,ByB,326399,PR682,"Bayamon clay, 2 to 5 percent slopes",Bayamon map unit that contains the point.
2117,SANS9,SANP11,PR 672,Atenas Pineapple- sandy,San Juan,,,18.4220,-66.4542,18.4220,-66.4542,FARM,PINEAPPLE FIELD,,Bayamon,SANP11,Bayamon,ByB,326399,PR682,"Bayamon clay, 2 to 5 percent slopes",Bayamon map unit that contains the point.
2120,SANS10,SANP12,Avenida Iturrigui,Roberto Clemente Park/wetland 1,San Juan,,,18.4224,-65.9916,18.4224,-65.9916,WILDLIFE RECREATION AREA,RECENTLY CONSTRUCTED,,Bajura,SANP12,Bajura,Bc,326861,PR689,"Bajura clay, frequently flooded",Closest and most widespread Bajura map unit.
2128,SANS10,SANP13,Avenida Iturrigui,Roberto Clemente Park/wetland 2,San Juan,,,18.4226,-65.9918,18.4226,-65.9918,WILDLIFE RECREATION AREA,RECENTLY CONSTRUCTED,,Bajura,SANP13,Bajura,Bc,326861,PR689,"Bajura clay, frequently flooded",Closest and most widespread Bajura map unit.
2138,SANS11,SANP14,PR 1,Jardin Botanico Norte 1,San Juan,,,18.3939,-66.0594,18.3939,-66.0594,BOTANICAL GARDEN,LAWN IN ELECTRIC ROW,,Vega Alta,SANP14,Vega Alta,Uv,326722,PR686,Urban land-Vega Alta complex,Nearest and most widespread Vega Alta map unit near point.
2150,SANS12,SANP15,PR 1,Jardin Botanico Norte 2,San Juan,,,18.3948,-66.0608,18.3948,-66.0608,BOTANICAL GARDEN,PASSIVE LAWN AREA,,Bajura,SANP15,Bajura,Ba,326642,PR686,Bajura clay,Only nearby Bajura map unit.
2166,SANS13,SANP16,Calle Emory,Buen Consejo,San Juan,,,18.3925,-66.0429,18.3925,-66.0429,PARK,PASSIVE LAWN AREA,,Rio Piedras,SANP16,Rio Piedras,RpD2,326706,PR686,"Rio Piedras clay, 12 to 20 percent slopes, eroded",Most widespread and common Rio Piedras map unit near point.
2177,SANS14,SANP17,Expreso Trujillo Alto,Sabana Llama,San Juan,,,18.3876,-66.0275,18.3876,-66.0275,ARBORETUM,NURSERY PLANT LANDING AREA,,Rio Piedras,SANP17,Rio Piedras,RpD2,326706,PR686,"Rio Piedras clay, 12 to 20 percent slopes, eroded",Rio Piedras map unit that contains the point.
2188,SANS15,SANP18,Calle Padre Colon,Capetillo,San Juan,,,18.3993,-66.0425,18.3993,-66.0425,URBAN PARK,OVERGROWN AREA,,Bajura,SANP18,Bajura,Ba,326642,PR686,Bajura clay,Only nearby Bajura map unit.
2198,SANS16,SANP19,Calle Ortega Y Gasset,El Senorial,San Juan,,,18.3598,-66.0602,18.3598,-66.0602,PASSIVE AREA,SCHOOL,,Vega Alta,SANP19,Vega Alta,Uv,326722,PR686,Urban land-Vega Alta complex,Vega Alta map unit that contains the point.
2202,SANS16,SANP20,Calle Ortega Y Gasset,El Senorial,San Juan,,,18.3598,-66.0602,18.3598,-66.0602,PASSIVE AREA,SCHOOL,,Vega Alta,SANP20,Vega Alta,Uv,326722,PR686,Urban land-Vega Alta complex,Vega Alta map unit that contains the point.
2206,SANS17,SANP21,Calle Peru,Victor Pares Collazo,San Juan,,,18.4063,-66.0602,18.4063,-66.0602,PASSIVE AREA,SCHOOL,,Bajura,SANP21,Bajura,Ba,326642,PR686,Bajura clay,Only nearby Bajura map unit.
2223,SANS18,SANP22,Calle 17 S.O. (Southwest),Luis Munoz Souffront,San Juan,,,18.3972,-66.0917,18.3972,-66.0917,FIELD,SCHOOL,,Bajura,SANP22,Bajura,Ba,326642,PR686,Bajura clay,Only nearby Bajura map unit.
2230,SANS19,SANP23,Calle Ceciliana,Jose M Rivera Solis,San Juan,,,18.3589,-66.0457,18.3589,-66.0457,FIELD,SCHOOL,,Vega Alta,SANP23,Vega Alta,Uv,326722,PR686,Urban land-Vega Alta complex,Vega Alta map unit that contains the point.
2238,SANS20,SANP24,PR 842,Rafael Quinones Vidal,San Juan,,,18.3345,-66.0681,18.3345,-66.0681,FIELD,SCHOOL,,No data,SANP24,No Data,No Data San Juan,No Data San Juan,,No Data San Juan,
2247,SANS21,SANP25,Avenida Jesus T Pinero,Parque Luis Munoz Marin,San Juan,,,18.4093,-66.0795,18.4093,-66.0795,FIELD,PARK,,Bajura,SANP25,Bajura,Ba,326642,PR686,Bajura clay,Only nearby Bajura map unit.
2251,SANS21,SANP26,Avenida Jesus T Pinero,Parque Luis Munoz Marin,San Juan,,,18.4093,-66.0795,18.4093,-66.0795,FIELD,PARK,,Bajura,SANP26,Bajura,Ba,326642,PR686,Bajura clay,Only nearby Bajura map unit.
2254,ATS1,ATP1,2420 Hog Mountain Rd,Athens Research Farm,Atlanta,,,33.8721,-83.4291,33.8721,-83.4291,Agricultural Field,,,Pacolet,ATP1,Pacolet,PgC3,124218,GA067,"Pacolet sandy clay loam, 6 to 10 percent slopes, severely eroded","Most common and nearest map unit to point.  Also, of top two most common, this is the lower slope of the two point is more ridge than side slope."
2264,ATS2,ATP2,779 Atwood Street,Atwood Front,Atlanta,,,33.7342,-84.4303,33.7342,-84.4303,Residential Yard,,,Rion,ATP2,Rion,UrE,1672421,GA121,"Urban land-Rion complex, 10 to 25 percent slopes.",Most widespread and commonly occuring Rion map unit near point.
2278,ATS2,ATP3,779 Atwood Street,Atwood Rear,Atlanta,,,33.7342,-84.4303,33.7342,-84.4303,Mature Tree Yard,,,Rion,ATP3,Rion,UrE,1672421,GA121,"Urban land-Rion complex, 10 to 25 percent slopes.",Most widespread and commonly occuring Rion map unit near point.
2284,ATS3,ATP4,370 James P. Brawley Dr,370 Brawley,Atlanta,,,33.7648,-84.4129,33.7648,-84.4129,Vacant Lot,,,Hard Labor,ATP4,Hard Labor,UdC,1672368,GA121,"Urban land-Appling-Hard Labor complex, 2 to 10 percent slopes.",Most common Hard Labor complex occuring near point.
2297,ATS4,ATP5,386 Elm Street NW,386 Elm,Atlanta,,,33.7652,-84.4090,33.7652,-84.4090,Vacant Lot,,,Cartecay,ATP5,Cartecay,CaA,1654028,GA121,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded",Most widespread and commonly occuring Cartecay near point.
2306,ATS5,ATP6,979 Frank Street SW,979 Frank - front,Atlanta,,,33.7474,-84.4194,33.7474,-84.4194,Vacant Lot,,,Rion,ATP6,Rion,UrE,1672421,GA121,"Urban land-Rion complex, 10 to 25 percent slopes.",Most widespread and commonly occuring Rion map unit near point.
2316,ATS5,ATP7,979 Frank Street SW,979 Frank,Atlanta,,,33.7474,-84.4194,33.7474,-84.4194,Vacant Lot,,,Chewacla,ATP7,Chewacla,Cfs,126234,GA097,"Chewacla silt loam, 0 to 2 percent slopes, frequently flooded",Most commonly occuring Chewacla map in HUC and near point.
2327,ATS6,ATP8,717 Joseph E. Boone Blvd,Griffin - Disturbed,Atlanta,,,33.7637,-84.4109,33.7637,-84.4109,Vacant Lot,,,Hard Labor,ATP8,Hard Labor,UdC,1672368,GA121,"Urban land-Appling-Hard Labor complex, 2 to 10 percent slopes.",Most common Hard Labor complex occuring near point.
2340,ATS7,ATP9,664 Magnolia Street NW,664 Magnolia,Atlanta,,,33.7580,-84.4095,33.7580,-84.4095,Vacant Lot,,,Toccoa,ATP9,Toccoa,CaA,1654028,GA121,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded.",Most common Toccoa unit occuring near point.
2350,ATS8,ATP10,744 North Ave NW,744 North,Atlanta,,,33.7700,-84.4117,33.7700,-84.4117,Vacant Lot,,,Cecil,ATP10,Cecil,UfC2,1654037,GA121,"Urban land-Cecil complex, 2 to 10 percent slopes, moderately eroded.",Most widespread and commonly occuring Cecil map unit near point.
2360,ATS9,ATP11,750 North Ave NW,750 North,Atlanta,,,33.7700,-84.4119,33.7700,-84.4119,Vacant Lot,,,Cecil,ATP11,Cecil,UfC2,1654037,GA121,"Urban land-Cecil complex, 2 to 10 percent slopes, moderately eroded.",Most widespread and commonly occuring Cecil map unit near point.
2370,ATS10,ATP12,530 Oliver Street,Lindsay Street Park,Atlanta,,,33.7692,-84.4156,33.7692,-84.4156,Vacant Lot,,,Roanoke,ATP12,Roanoke,Ron,124219,GA067,Roanoke silt loam.,Only Roanoke map unit near point.
2380,ATS11,ATP13,423 Sunset Street,423 Sunset center,Atlanta,,,33.7662,-84.4097,33.7662,-84.4097,Vacant Lot,,,Rion,ATP13,Rion,UrE,1672421,GA121,"Urban land-Rion complex, 10 to 25 percent slopes.",Most widespread and commonly occuring Rion map unit near point.
2386,ATS11,ATP14,423 Sunset Street,423 Sunset,Atlanta,,,33.7662,-84.4097,33.7662,-84.4097,Vacant Lot,,,Cartecay,ATP14,Cartecay,CaA,1654028,GA121,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded",Most widespread and commonly occuring Cartecay near point.
2398,ATS12,ATP15,82 Sunset Street NW,82 Sunset,Atlanta,,,33.7569,-84.4105,33.7569,-84.4105,Vacant Lot,,,Toccoa,ATP15,Toccoa,CaA,1654028,GA121,"Cartecay-Toccoa complex, 0 to 2 percent slopes, occasionally flooded.",Most common Toccoa unit occuring near point.
2408,PORS1,PORP1,Franklin Tower,Franklin Tower,Portland,,,43.6620,-70.2567,43.6620,-70.2567,Passive Lawn,,,Hinckley,PORP1,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2414,PORS1,PORP2,Franklin Tower,Franklin Tower,Portland,,,43.6620,-70.2567,43.6620,-70.2567,Passive Lawn,,,Hinckley,PORP2,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2415,PORS1,PORP3,Franklin Tower,Franklin Tower,Portland,,,43.6620,-70.2567,43.6620,-70.2567,Passive Lawn,,,Hinckley,PORP3,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2416,PORS2,PORP4,Mayo Street,Mayo Street,Portland,,,43.6653,-70.2554,43.6653,-70.2554,Passive Lawn,,,Deerfield,PORP4,Deerfield,DeB,315679,ME005,"Deerfield loamy sand, 3 to 8 percent slopes",Most common and widespread Deerfield map unit near point.
2423,PORS2,PORP5,Mayo Street,Mayo Street,Portland,,,43.6653,-70.2554,43.6653,-70.2554,Passive Lawn,,,Deerfield,PORP5,Deerfield,DeB,315679,ME005,"Deerfield loamy sand, 3 to 8 percent slopes",Most common and widespread Deerfield map unit near point.
2424,PORS3,PORP6,Cutter Street,East Prom,Portland,,,43.6693,-70.2430,43.6693,-70.2430,Park,,,Hinckley,PORP6,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2431,PORS3,PORP7,Cutter Street,East Prom,Portland,,,43.6693,-70.2430,43.6693,-70.2430,Park,,,Hinckley,PORP7,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2432,PORS3,PORP8,Cutter Street,East Prom,Portland,,,43.6693,-70.2430,43.6693,-70.2430,Park,,,Hinckley,PORP8,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2433,PORS3,PORP9,Cutter Street,East Prom,Portland,,,43.6693,-70.2430,43.6693,-70.2430,Park,,,Hinckley,PORP9,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2434,PORS3,PORP10,Cutter Street,East Prom,Portland,,,43.6693,-70.2430,43.6693,-70.2430,Park,,,Hinckley,PORP10,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2435,PORS3,PORP11,Cutter Street,East Prom,Portland,,,43.6693,-70.2430,43.6693,-70.2430,Park,,,Hinckley,PORP11,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2436,PORS4,PORP12,East End School,East End School,Portland,,,43.6722,-70.2548,43.6722,-70.2548,School Field,,,No data,PORP12,No Data,No Data Port,No Data Port,,No Data Port,
2442,PORS4,PORP13,East End School,East End School,Portland,,,43.6722,-70.2548,43.6722,-70.2548,School Field,,,No data,PORP13,No Data,No Data Port,No Data Port,,No Data Port,
2443,PORS4,PORP14,East End School,East End School,Portland,,,43.6722,-70.2548,43.6722,-70.2548,School Field,,,No data,PORP14,No Data,No Data Port,No Data Port,,No Data Port,
2444,PORS4,PORP15,East End School,East End School,Portland,,,43.6722,-70.2548,43.6722,-70.2548,School Field,,,No data,PORP15,No Data,No Data Port,No Data Port,,No Data Port,
2445,PORS4,PORP16,East End School,East End School,Portland,,,43.6722,-70.2548,43.6722,-70.2548,School Field,,,No data,PORP16,No Data,No Data Port,No Data Port,,No Data Port,
2446,PORS4,PORP17,East End School,East End School,Portland,,,43.6722,-70.2548,43.6722,-70.2548,School Field,,,No data,PORP17,No Data,No Data Port,No Data Port,,No Data Port,
2447,PORS5,PORP18,King Middle School,King Middle School,Portland,,,43.6578,-70.2752,43.6578,-70.2752,School Passive Area,,,Belgrade,PORP18,Belgrade,BgB,315666,ME005,"Belgrade very fine sandy loam, 0 to 8 percent slopes",Only Belgrade map unit near point.
2453,PORS5,PORP19,King Middle School,King Middle School,Portland,,,43.6578,-70.2752,43.6578,-70.2752,School Passive Area,,,Belgrade,PORP19,Belgrade,BgB,315666,ME005,"Belgrade very fine sandy loam, 0 to 8 percent slopes",Only Belgrade map unit near point.
2454,PORS5,PORP20,King Middle School,King Middle School,Portland,,,43.6578,-70.2752,43.6578,-70.2752,School Passive Area,,,Belgrade,PORP20,Belgrade,BgB,315666,ME005,"Belgrade very fine sandy loam, 0 to 8 percent slopes",Only Belgrade map unit near point.
2455,PORS5,PORP21,King Middle School,King Middle School,Portland,,,43.6578,-70.2752,43.6578,-70.2752,School Passive Area,,,Belgrade,PORP21,Belgrade,BgB,315666,ME005,"Belgrade very fine sandy loam, 0 to 8 percent slopes",Only Belgrade map unit near point.
2456,PORS5,PORP22,King Middle School,King Middle School,Portland,,,43.6578,-70.2752,43.6578,-70.2752,School Passive Area,,,Belgrade,PORP22,Belgrade,BgB,315666,ME005,"Belgrade very fine sandy loam, 0 to 8 percent slopes",Only Belgrade map unit near point.
2457,PORS6,PORP23,Fessenden Park,Fessenden Park,Portland,,,43.6620,-70.2795,43.6620,-70.2795,Park,,,Hinckley,PORP23,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2465,PORS7,PORP24,Jerry Pedro Field,Jerry Pedro Field,Portland,,,43.6641,-70.2712,43.6641,-70.2712,Passive Lawn,,,Lamoine,PORP24,Lamoine,BuB,315669,ME005,"Lamoine silt loam, 3 to 8 percent slopes",Lamoine map unit that contains the point.
2473,PORS7,PORP25,Jerry Pedro Field,Jerry Pedro Field,Portland,,,43.6641,-70.2712,43.6641,-70.2712,Passive Lawn,,,Lamoine,PORP25,Lamoine,BuB,315669,ME005,"Lamoine silt loam, 3 to 8 percent slopes",Lamoine map unit that contains the point.
2474,PORS7,PORP26,Jerry Pedro Field,Jerry Pedro Field,Portland,,,43.6641,-70.2712,43.6641,-70.2712,Passive Lawn,,,Lamoine,PORP26,Lamoine,BuB,315669,ME005,"Lamoine silt loam, 3 to 8 percent slopes",Lamoine map unit that contains the point.
2475,PORS7,PORP27,Jerry Pedro Field,Jerry Pedro Field,Portland,,,43.6641,-70.2712,43.6641,-70.2712,Passive Lawn,,,Lamoine,PORP27,Lamoine,BuB,315669,ME005,"Lamoine silt loam, 3 to 8 percent slopes",Lamoine map unit that contains the point.
2476,PORS8,PORP28,Deering Oaks,Deering Oaks,Portland,,,43.6602,-70.2692,43.6602,-70.2692,Gravel Lot,,,Belgrade,PORP28,Belgrade,BgB,315666,ME005,"Belgrade very fine sandy loam, 0 to 8 percent slopes",Only Belgrade map unit near point.
2484,PORS8,PORP29,Deering Oaks,Deering Oaks,Portland,,,43.6602,-70.2692,43.6602,-70.2692,Gravel Lot,,,Belgrade,PORP29,Belgrade,BgB,315666,ME005,"Belgrade very fine sandy loam, 0 to 8 percent slopes",Only Belgrade map unit near point.
2485,PORS9,PORP30,134 Lancaster,134 Lancaster,Portland,,,43.6612,-70.2603,43.6612,-70.2603,Passive Lawn,,,Au Gres,PORP30,Au Gres,Au,315665,ME005,Au Gres loamy sand,Au Gres map unit that contains the point.
2491,PORS9,PORP31,134 Lancaster,134 Lancaster,Portland,,,43.6612,-70.2603,43.6612,-70.2603,Passive Lawn,,,Au Gres,PORP31,Au Gres,Au,315665,ME005,Au Gres loamy sand,Au Gres map unit that contains the point.
2492,PORS9,PORP32,134 Lancaster,134 Lancaster,Portland,,,43.6612,-70.2603,43.6612,-70.2603,Passive Lawn,,,Au Gres,PORP32,Au Gres,Au,315665,ME005,Au Gres loamy sand,Au Gres map unit that contains the point.
2493,PORS9,PORP33,134 Lancaster,134 Lancaster,Portland,,,43.6612,-70.2603,43.6612,-70.2603,Passive Lawn,,,Au Gres,PORP33,Au Gres,Au,315665,ME005,Au Gres loamy sand,Au Gres map unit that contains the point.
2494,PORS10,PORP34,High/Spring Streets,High/Spring Streets,Portland,,,43.6529,-70.2616,43.6529,-70.2616,Passive Lawn,,,Hinckley,PORP34,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2499,PORS10,PORP35,High/Spring Streets,High/Spring Streets,Portland,,,43.6529,-70.2616,43.6529,-70.2616,Passive Lawn,,,Hinckley,PORP35,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2500,PORS10,PORP36,High/Spring Streets,High/Spring Streets,Portland,,,43.6529,-70.2616,43.6529,-70.2616,Passive Lawn,,,Hinckley,PORP36,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2501,PORS10,PORP37,High/Spring Streets,High/Spring Streets,Portland,,,43.6529,-70.2616,43.6529,-70.2616,Passive Lawn,,,Hinckley,PORP37,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2502,PORS10,PORP38,High/Spring Streets,High/Spring Streets,Portland,,,43.6529,-70.2616,43.6529,-70.2616,Passive Lawn,,,Hinckley,PORP38,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2503,PORS11,PORP39,Harbor View Park,Harbor View Park,Portland,,,43.6483,-70.2605,43.6483,-70.2605,Park,,All field measurements taken during rain event.,Hinckley,PORP39,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2511,PORS11,PORP40,Harbor View Park,Harbor View Park,Portland,,,43.6483,-70.2605,43.6483,-70.2605,Park,,,Hinckley,PORP40,Hinckley,HlC,315695,ME005,"Hinckley loamy sand, 8 to 15 percent slopes",Hinckley map unit that contains the point.
2512,PORS12,PORP41,87 State Street,87 State Street,Portland,,,43.6509,-70.2628,43.6509,-70.2628,Passive Lawn,,,Hinckley,PORP41,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2518,PORS12,PORP42,87 State Street,87 State Street,Portland,,,43.6509,-70.2628,43.6509,-70.2628,Passive Lawn,,,Hinckley,PORP42,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2519,PORS13,PORP43,Western Promenade,Western Promenade,Portland,,,43.6446,-70.2751,43.6446,-70.2751,Park,,,Hinckley,PORP43,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2527,PORS13,PORP44,Western Promenade,Western Promenade,Portland,,,43.6446,-70.2751,43.6446,-70.2751,Park,,,Hinckley,PORP44,Hinckley,HlB,315694,ME005,"Hinckley loamy sand, 3 to 8 percent slopes",Hinckley map unit that contains the point.
2528,PORS14,PORP45,Presumpscot Elementary,Presumpscot Elementary,Portland,,,43.6847,-70.2601,43.6847,-70.2601,School,,,Lamoine,PORP45,Lamoine,BuB,315669,ME005,"Lamoine silt loam, 3 to 8 percent slopes",Lamoine map unit that contains the point.
