Sort,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,ApproximateAddress,Sample_Layer,Soil_Series_Type,MapUnit,MapUnitName,MU_Key,SSURGO_AreaSymbol,Surface_Subsurface,UpperDepth_cm,LowerDepth_cm,Surface_Texture,Saturated_HC_DR_cmhr,Saturated_HC_DR_SE_cmhr,n_HC_DR_Measurments,Sum_HC_DR_Measurments,Saturated_HC_DR_IgnoresInfiniteValues_YN,Saturated_HC_DR_Infinite,Saturated_HC_TR_cmhr,Saturated_HC_TR_SE_cmhr,n_Tall_DR_Measurements ,Saturated_HC_SR_cmhr,Saturated_HC_SR_Infinite,Saturated_HC_SR_SE_cmhr,n_Short_DR_Measurements,Saturated_HC_SR_IgnoresInfiniteValues_YN,Unsaturated_K2cm_cmhr,Unsaturated_K2cm_SE_cmhr,Unsaturated_K2cm_STDEV_cmhr,Surface_Notes,Tenth_bar_H2O,Third_bar_H2O,Fifteen_bar_H2O,,,
3007,OS13,OP27,OS13OP27L1,Spring Lake Dr,1,Urban Observed,,,,,Surface,0,36,sil,,,,,,,,,,,,,,,,,,,,,,,,
3010,OS13,OP28,OS13OP28L1,Spring Lake Dr,1,Urban Observed,,,,,Surface,0,15,sil,,,,,,,,,,,,,,,,,,,,,,,,
3013,OS13,OP29,OS13OP29L1,Spring Lake Dr,1,Urban Observed,,,,,Surface,0,15,sil,,,,,,,,,,,,,,,,,,,,,,,,
3016,OS14,OP30,OS14OP30L1,Turner Blvd,1,Urban Observed,,,,,Surface,0,25,sicl,,,,,,,,,,,,,,,0.09,0.0,,,,,,,,
3021,OS14,OP31,OS14OP31L1,Turner Blvd,1,Urban Observed,,,,,Surface,0,25,sil,,,,,,,,,,,,,,,0.07,0.0,,,,,,,,
3027,OS15,OP32,OS15OP32L1,3104 Jefferson St,1,Urban Observed,,,,,Surface,0,33,c,,,,,,,,,,,,,,,0.17,0.1,,,,,,,,
3032,OS15,OP33,OS15OP33L1,3104 Jefferson St,1,Urban Observed,,,,,Surface,0,41,sic,,,,,,,,,,,,,,,0.03,0.0,,,,,,,,
3036,OS16,OP34,OS16OP34L1,6831 Q St,1,Urban Observed,,,,,Surface,0,8,sl,,,,,,,,,,,,,,,,,,,,,,,,
3042,OS17,OP35,OS17OP35L1,5863 N 66 St,1,Urban Observed,,,,,Surface,0,50,ls,,,,,,,,,,,,,,,,,,,,,,,,
3047,OS17,OP36,OS17OP36L1,5863 N 66 St,1,Urban Observed,,,,,Surface,0,75,sl,,,,,,,,,,,,,,,,,,,,,,,,
3058,RMIS2,RMIP2,RMIS2RMIP2L1,Delap Park,1,Urban Observed,,,,,Surface,0,10,ls,,,,,,,,,,,,,,,8.86,1.1,,,,,,,,
3060,RMIS3,RMIP3,RMIS3RMIP3L1,Peace Park,1,Urban Observed,,,,,Surface,3,7,ls,,,,,,,,,,,,,,,7.67,2.6,,,,,,,,
3063,RMIS4,RMIP4,RMIS4RMIP4L1,Airport Park,1,Urban Observed,,,,,Surface,0,15,ls,,,,,,,,,,,,,,,10.77,4.9,,,,,,,,
3064,RMIS5,RMIP5,RMIS5RMIP5L1,CMI Arrak,1,Urban Observed,,,,,Surface,0,10,ls,,,,,,,,,,,,,,,14.83,1.9,,,,,,,,
3066,RMIS6,RMIP6,RMIS6RMIP6L1,CMI Bball,1,Urban Observed,,,,,Surface,0,10,ls,,,,,,,,,,,,,,,6.92,3.0,,,,,,,,
3068,RMIS7,RMIP7,RMIS7RMIP7L1,CMI Dorm,1,Urban Observed,,,,,Surface,0,10,ls,,,,,,,,,,,,,,,7.51,3.0,,,,,,,,
3071,RMIS8,RMIP8,RMIS8RMIP8L1,Laura 1,1,Urban Observed,,,,,Surface,,,ND,,,,,,,,,,,,,,,10.62,5.3,,,,,,,,
3075,RMIS9,RMIP9,RMIS9RMIP9L1,Airport Runway,1,Urban Observed,,,,,Surface,,,ND,,,,,,,,,,,,,,,4.76,1.9,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4983,CLS1,CLP1,CLS1CLP1L1_R,1722 VICTORIA,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
4986,CLS1,CLP2,CLS1CLP2L1_R,1722 VICTORIA,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
4989,CLS2,CLP3,CLS2CLP3L1_R,1037 GALEWOOD,1,Reference,HsC,"Hornell-Urban land complex, rolling",287314,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,32.1,19.5,,,
4993,CLS2,CLP4,CLS2CLP4L1_R,1037 GALEWOOD,1,Reference,HsC,"Hornell-Urban land complex, rolling",287314,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,32.1,19.5,,,
4997,CLS3,CLP5,CLS3CLP5L1_R,1097 GALEWOOD,1,Reference,HsC,"Hornell-Urban land complex, rolling",287314,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,32.1,19.5,,,
5001,CLS3,CLP6,CLS3CLP6L1_R,1097 GALEWOOD,1,Reference,HsC,"Hornell-Urban land complex, rolling",287314,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,32.1,19.5,,,
5005,CLS4,CLP7,CLS4CLP7L1_R,11507 OHLMAN,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5008,CLS4,CLP8,CLS4CLP8L1_R,11507 OHLMAN,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5011,CLS5,CLP9,CLS5CLP9L1_R,1096 E 112,1,Reference,HsC,"Hornell-Urban land complex, rolling",287314,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,32.1,19.5,,,
5015,CLS5,CLP10,CLS5CLP10L1_R,1096 E 112,1,Reference,HsC,"Hornell-Urban land complex, rolling",287314,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,32.1,19.5,,,
5019,CLS6,CLP11,CLS6CLP11L1_R,1644 ANSEL,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5022,CLS6,CLP12,CLS6CLP12L1_R,1644 ANSEL,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5025,CLS7,CLP13,CLS7CLP13L1_R,1464 E 94,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5028,CLS7,CLP14,CLS7CLP14L1_R,1464 E 94,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5031,CLS8,CLP15,CLS8CLP15L1_R,1384 ANSEL,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5034,CLS8,CLP16,CLS8CLP16L1_R,1384 ANSEL,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5037,CLS9,CLP17,CLS9CLP17L1_R,1315 E 93,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5040,CLS9,CLP18,CLS9CLP18L1_R,1315 E 93,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5043,CLS10,CLP19,CLS10CLP19L1_R,1322 E 93,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5046,CLS10,CLP20,CLS10CLP20L1_R,1322 E 93,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5049,CLS11,CLP21,CLS11CLP21L1_R,1400 E 88,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5052,CLS11,CLP22,CLS11CLP22L1_R,1400 E 88,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5055,CLS12,CLP23,CLS12CLP23L1_R,1020 WHEELOCK,1,Reference,Tg,"Tioga loam, frequently flooded",287267,oh035,Surface,0,20,,,,,,,,,,,2.329,,,,,,,,,,26.1,10.6,,,
5058,CLS12,CLP24,CLS12CLP24L1_R,1020 WHEELOCK,1,Reference,Tg,"Tioga loam, frequently flooded",287267,oh035,Surface,0,20,,,,,,,,,,,2.329,,,,,,,,,,26.1,10.6,,,
5061,CLS13,CLP25,CLS13CLP25L1_R,938 WHEELOCK,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5064,CLS13,CLP26,CLS13CLP26L1_R,938 WHEELOCK,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5067,CLS14,CLP27,CLS14CLP27L1_R,927 E 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5070,CLS14,CLP28,CLS14CLP28L1_R,927 E 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5073,CLS15,CLP29,CLS15CLP29L1_R,2700 GRAND,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5076,CLS15,CLP30,CLS15CLP30L1_R,2700 GRAND,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5079,CLS16,CLP31,CLS16CLP31L1_R,8009 RAWLINGS,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5083,CLS16,CLP32,CLS16CLP32L1_R,8009 RAWLINGS,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5087,CLS17,CLP33,CLS17CLP33L1_R,2802 E 79,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5091,CLS17,CLP34,CLS17CLP34L1_R,2802 E 79,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5095,CLS18,CLP35,CLS18CLP35L1_R,9080 HARRIS,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5099,CLS18,CLP36,CLS18CLP36L1_R,9080 HARRIS,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5103,CLS19,CLP37,CLS19CLP37L1_R,8806 MARSHALL,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5107,CLS19,CLP38,CLS19CLP38L1_R,8806 MARSHALL,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5111,CLS20,CLP39,CLS20CLP39L1_R,2943 E 55,1,Reference,CnA,"Chili loam, 0 to 2 percent slopes",287287,oh035,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,25,10.2,,,
5114,CLS20,CLP40,CLS20CLP40L1_R,2943 E 55,1,Reference,CnA,"Chili loam, 0 to 2 percent slopes",287287,oh035,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,25,10.2,,,
5117,CLS21,CLP41,CLS21CLP41L1_R,6305 CARPENTER,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5124,CLS21,CLP42,CLS21CLP42L1_R,6305 CARPENTER,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5131,CLS22,CLP43,CLS22CLP43L1_R,3040 E 65,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5138,CLS22,CLP44,CLS22CLP44L1_R,3040 E 65,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5145,CLS23,CLP45,CLS23CLP45L1_R,4055 E 91,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5152,CLS23,CLP46,CLS23CLP46L1_R,4055 E 91,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5159,CLS24,CLP47,CLS24CLP47L1_R,8613 CANNON,1,Reference,WaB,"Wadsworth silt loam, 2 to 6 percent slopes",287277,oh035,Surface,0,20,,,,,,,,,,,0.55,,,,,,,,,,27.9,13,,,
5165,CLS24,CLP48,CLS24CLP48L1_R,8613 CANNON,1,Reference,WaB,"Wadsworth silt loam, 2 to 6 percent slopes",287277,oh035,Surface,0,20,,,,,,,,,,,0.55,,,,,,,,,,27.9,13,,,
5171,CLS25,CLP49,CLS25CLP49L1_R,9218 ARMITAGE,1,Reference,WaB,"Wadsworth silt loam, 2 to 6 percent slopes",287277,oh035,Surface,0,20,,,,,,,,,,,0.55,,,,,,,,,,27.9,13,,,
5177,CLS25,CLP50,CLS25CLP50L1_R,9218 ARMITAGE,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5184,CLS26,CLP51,CLS26CLP51L1_R,4128 E 82,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5188,CLS26,CLP52,CLS26CLP52L1_R,4128 E 82,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5192,CLS27,CLP53,CLS27CLP53L1_R,2524 W 19,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5195,CLS27,CLP54,CLS27CLP54L1_R,2524 W 19,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5198,CLS27,CLP55,CLS27CLP55L1_R,2524 W 19,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5201,CLS28,CLP56,CLS28CLP56L1_R,W 20 & MOLTKE,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5204,CLS28,CLP57,CLS28CLP57L1_R,W 20 & MOLTKE,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5207,CLS29,CLP58,CLS29CLP58L1_R,2714 QUEEN,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5210,CLS29,CLP59,CLS29CLP59L1_R,2714 QUEEN,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5213,CLS30,CLP60,CLS30CLP60L1_R,4354 W 131,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5217,CLS30,CLP61,CLS30CLP61L1_R,4354 W 131,1,Reference,UnB,"Urban land-Mitiwanga complex, undulating",287274,oh035,Surface,0,28,,,,,,,,,,,0.917,,,,,,,,,,27.6,13.6,,,
5221,CLS31,CLP62,CLS31CLP62L1_R,3516 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5224,CLS31,CLP63,CLS31CLP63L1_R,3516 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5227,CLS32,CLP64,CLS32CLP64L1_R,3520 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5230,CLS32,CLP65,CLS32CLP65L1_R,3520 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5233,CLS33,CLP66,CLS33CLP66L1_R,3541 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5236,CLS33,CLP67,CLS33CLP67L1_R,3541 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5239,CLS34,CLP68,CLS34CLP68L1_R,3553 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5242,CLS34,CLP69,CLS34CLP69L1_R,3553 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5245,CLS35,CLP70,CLS35CLP70L1_R,3570 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5248,CLS35,CLP71,CLS35CLP71L1_R,3570 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5251,CLS36,CLP72,CLS36CLP72L1_R,3572 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5254,CLS36,CLP73,CLS36CLP73L1_R,3572 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5257,CLS36,CLP74,CLS36CLP74L1_R,3572 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5260,CLS37,CLP75,CLS37CLP75L1_R,3584 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5263,CLS37,CLP76,CLS37CLP76L1_R,3584 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5266,CLS38,CLP77,CLS38CLP77L1_R,3587 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5269,CLS38,CLP78,CLS38CLP78L1_R,3587 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5272,CLS39,CLP79,CLS39CLP79L1_R,3593 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5275,CLS39,CLP80,CLS39CLP80L1_R,3593 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5278,CLS40,CLP81,CLS40CLP81L1_R,3594 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5281,CLS40,CLP82,CLS40CLP82L1_R,3594 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5284,CLS41,CLP83,CLS41CLP83L1_R,3598 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5287,CLS41,CLP84,CLS41CLP84L1_R,3598 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5290,CLS42,CLP85,CLS42CLP85L1_R,3601 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5293,CLS42,CLP86,CLS42CLP86L1_R,3601 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5296,CLS43,CLP87,CLS43CLP87L1_R,3602 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5299,CLS43,CLP88,CLS43CLP88L1_R,3602 72,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5302,CLS44,CLP89,CLS44CLP89L1_R,3556 76,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5305,CLS44,CLP90,CLS44CLP90L1_R,3556 76,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5308,CLS45,CLP91,CLS45CLP91L1_R,3558 76,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5311,CLS45,CLP92,CLS45CLP92L1_R,3558 76,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5314,CLS46,CLP93,CLS46CLP93L1_R,3565 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5318,CLS46,CLP94,CLS46CLP94L1_R,3565 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5322,CLS47,CLP95,CLS47CLP95L1_R,3577 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5326,CLS47,CLP96,CLS47CLP96L1_R,3577 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5330,CLS48,CLP97,CLS48CLP97L1_R,3597 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5334,CLS48,CLP98,CLS48CLP98L1_R,3597 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5338,CLS49,CLP99,CLS49CLP99L1_R,3598 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5342,CLS49,CLP100,CLS49CLP100L1_R,3598 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5346,CLS50,CLP101,CLS50CLP101L1_R,3606 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5350,CLS50,CLP102,CLS50CLP102L1_R,3606 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5354,CLS51,CLP103,CLS51CLP103L1_R,3622 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5358,CLS51,CLP104,CLS51CLP104L1_R,3622 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5362,CLS51,CLP105,CLS51CLP105L1_R,3622 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5366,CLS51,CLP106,CLS51CLP106L1_R,3622 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
